stop_id,stop_code,stop_name,stop_lat,stop_lon
12001449,IGR1449,Jejantas Batu Uban,5.3545,100.30856
12000500,MBM0500,Tali Air Pokok Macang,5.48851,100.47104
12000642,MCK0642,Kampung Selamat I,5.493930000000001,100.50885
12001591,MHB1591,Pekan Sungai Puyu,5.44873,100.39698
12001592,MHB1592,(M3) Taman Seri Pinang,5.449669999999999,100.39922
12000504,MBM0504,Pejabat Veterinar,5.48891,100.46059
12000649,MCK0649,Kampung Selamat II,5.49319,100.50822
12001886,IIG1886,SRJK Chong Teik,5.3512699999999995,100.23708
12001963,IJH1963,Cincaria Sdn. Bhd,5.314344,100.29616
12002277,ICV2031,Jalan Sungai Rusa 2,5.3786614,100.2140788
12000259,MAJ0259,Bertam Indah,5.5251,100.43509
12000387,MAY0387,Balai Polis Trafik Kepala Batas,5.52289,100.42712
12000708,MCQ0708,Lahar Ikan Mati,5.53074,100.42953
12002546,ICT0703,Pasar Awam Kepala Batas,5.515288,100.415881
12000140,I0Z0140,Pekan Kongsi,5.35078,100.23510999999999
12000167,IAA0167,SK Sg. Korok,5.3537,100.20965
12000171,IAA0171,Hadapan Masjid Jalan Baru,5.35715,100.2104
12000629,ICI0629,Lrg Kpg Perlis 3,5.31961,100.20483
12000652,ICL0652,Kampung Pulau Betong 2,5.30379,100.19846
12000660,ICL0660,Kampung Terang,5.32126,100.21199
12000736,ICV0736,Kg. Sungai Korok,5.352930000000001,100.20356
12001569,IHA1569,Taman Impian,5.35206,100.23124
12001574,IHA1574,Pejabat Agama Daerah,5.35669,100.22716
12002258,ICV1002,Titi Sungai Korok,5.352684,100.2055337
12000985,IEN0985,Pusat Falak Sheik Tahir,5.4116800000000005,100.19651999999999
12000986,IEN0986,Hub Pantai Acheh,5.41632,100.19726999999999
12001614,IHD1614,Sekolah Agama Sungai Rusa,5.384957,100.21305
12001618,IHD1618,Kampung Sungai Rusa,5.38703,100.21226
12001619,IHD1619,Madrasah Tahfiz - Irfanratul,5.39123,100.21046
12002345,ICT0082,TM Point Perda,5.368551999999999,100.436851
12002969,JPB0001,Jalan Perda Barat I,5.366708900000001,100.43406359999999
12002970,JPB0002,Jalan Perda Barat II,5.3677931,100.4322504
12001025,IER1025,JKR Paya Terubong,5.38604,100.27467
12000068,I0Q0068,CIMB Bank Ayer Itam,5.4053,100.28384
12000626,ICH0626,Makam Shaikh Omar,5.40091,100.28718
12002300,ICT2024,Klinik Kesihatan  Air Itam,5.40604,100.28224
12000051,I0M0051,Kolej MSU,5.41477,100.31888000000001
12000937,IEE0937,(M3) SMK Abdullah Munshi,5.40857,100.31331
12000135,I0Z0135,Kolej Kemahiran Tinggi Mara Balik Pulau,5.33228,100.21706999999999
12000149,I0Z0149,SK Kongsi,5.34619,100.23028000000001
12002313,ICT0019,Pejabat Pos B.Pulau,5.3492573,100.23353780000001
12002208,I0M0054,Pasar Jalan Anson,5.416127599999999,100.3209253
12001383,IGH1383,Palm / Nipah Court,5.45043,100.30725
12002977,IJA2000,Taman Alor Vista I,5.341661,100.269612
12003025,IAR0359,Kompleks Eureka,5.354763,100.30273000000001
12001341,MFU1341,Pusat Perniagaan Raja Uda,5.4164,100.37955
12001345,MFU1345,Taman Anggerik,5.42596,100.38276
12001524,MGX1524,Shell Sg. Lokan,5.44853,100.41405
12000109,M0W0109,Taman Carissa Villa,5.4235,100.39725
12000113,M0W0113,Pusat Perniagaan Taman Mesra,5.43041,100.397
12002386,ICT0130,Pejabat Agama Daerah SPU,5.4895011,100.39712420000001
12002024,MJY2024,SMK Tun Hussein Onn,5.38805,100.40646
12002125,MLC2115,Padang Permainan Taman Nagasari,5.36497,100.41395
12002127,MLC2117,Padang Permainan Taman Nagasari,5.3649,100.41395
12002129,MLB2119,Warung Bonda,5.3612,100.41079
12002130,MET2120,Nashmir Car Park,5.340143,100.42792
12001282,MFL1282,Pusat Perniagaan Juru Evenue,5.32564,100.43531999999999
12002585,ICT0700,Pusat Perniagaan Desa Wawasa,5.358213,100.447397
12002296,ICT0017,Temple Jalan Tun Sardon,5.3392599999999995,100.2375
12000241,IAE0241,Institut Penyelidikan Perikanan,5.28554,100.28662
12000312,IAR0312,Jalan Permai 1,5.37326,100.29838000000001
12001147,IFE1147,Kampung Binjai,5.2834,100.25713
12001148,IFE1148,Muzium Perang,5.28372,100.28618
12002497,ICT0329,Terusan Air itam,5.144508999999999,100.413652
12001076,IEX1076,Kampung Dodol,5.40492,100.31538
12002278,IKY2201,Klinik Comfort,5.397133,100.31464799999999
12000246,IAF0246,Kampung Sungai Ara,5.32355,100.27444
12000410,IBE0410,SK Bayan Lepas,5.29676,100.25974000000001
12000413,IBE0413,Bayu Mutiara,5.297193,100.25646
12000432,IBE0432,SMK Sungai Ara,5.3196699999999995,100.27074
12000509,IBN0509,Gertak Sanggul,5.2792699999999995,100.20470999999999
12000514,IBN0514,Taman Pasir Belanda,5.284813,100.21954000000001
12000522,IBN0522,Balai Polis Teluk Kumbar,5.28742,100.23045
12001492,IGX1492,Terminal Ekspress Sg Nibong,5.342442,100.29952
12001500,IGX1500,Tesco Sungai Dua,5.35118,100.29788
12001504,IGX1504,USM,5.352876999999999,100.30185
12001955,IJE1955,Krystal Point Corporate Park,5.330701,100.298996
12002012,IJS2012,Lintang Kg. Masjid,5.288959999999999,100.22724000000001
12002059,IKJ2059,Queensbay Mall,5.331947,100.30790999999999
12000071,I0Q0071,Masjid Negeri P.Pinang,5.407769999999999,100.29997
12000839,IDJ0839,St. Christoper School,5.42288,100.30614
12001011,IER1011,Apartmen Taman Bendera,5.3396,100.27426
12001020,IER1020,Oriental Garden,5.37547,100.27575999999999
12001355,IFV1355,(M2) SK Jalan Residensi,5.42026,100.31155
12001368,IGA1368,Heritage Club,5.41869,100.30466
12001422,IGR1422,Sungai Tiram,5.302697,100.27651
12001432,IGR1432,Taman Mahsuri,5.32846,100.29335999999999
12001814,IHX1814,Pasaraya Sunshine Farlim,5.39577,100.28657
12000205,IAD0205,Apartment Baiduri,5.46459,100.23866
12000221,IAD0221,Long Beach,5.4749,100.25005
12000237,IAD0237,Basket Ball Court,5.4802599999999995,100.26052
12000828,IDJ0828,Masjid Simpang Enam,5.414540000000001,100.32774
12000832,IDJ0832,Tropicana Hotel,5.418019999999999,100.32038
12001917,IIP1917,Little India,5.4164699999999995,100.33854000000001
12002057,IKI2057,Church Street Pier,5.41664,100.34413
12002204,IAD0300,By The Sea,5.4691428,100.2443992
12002253,IKY2514,Moon Light Bay,5.47848702,100.2616271
12002972,IIR1927,Swettenham Pier Cruise Terminal,5.4185041,100.34508129999999
12000602,MCD0602,SJKC Chung Hwa Pusat,5.41634,100.37329
12000604,MCD0604,Masjid Kubang Buaya,5.41944,100.37469
12001116,MFC1116,Tali Air Permatang Bendahari,5.55865,100.3771
12001121,MFC1121,Kampung Sungai Kedak,5.567830000000001,100.37629
12001122,MFC1122,Permatang Bendahari,5.57297,100.37571
12001717,MHO1717,(M3) Pangkalan TUDM,5.463769999999999,100.38248
12001720,MHO1720,SK Taman Senangan,5.471480000000001,100.38296
12002322,MEM0973,(M1) Penang Sentral,5.3948602,100.3653495
12000096,M0U0096,Pejabat Pos Bagan Ajam,5.43869,100.3811
12001052,MEU1052,Permatang Berah,5.51375,100.38306
12001710,MHO1710,SMK ST Mark,5.44958,100.383
12001721,MHO1721,SK Taman Senangan,5.4717199999999995,100.38309
12001726,MHO1726,Masjid Jamek Daerah SPU,5.479248999999999,100.383484
12000007,I0D0007,Container Hotel,5.41415,100.34042
12001019,IER1019,Surau Al Muttaqin,5.37176,100.27534
12001374,IGE1374,Nasi Kandar Salam,5.405191,100.28876
12001916,IIP1916,Restoran Kapitan,5.41602,100.33892
12001510,MGX1510,Desa Murni,5.4404900000000005,100.42953
12001553,MGX1553,Simpang Lahar Yooi,5.4691,100.45682
12002119,MAI0254,IPD Seberang Prai Utara,5.5140447,100.4395871
12002201,MOO0056,(M1) The Summit,5.3657975,100.462624
12000252,MAI0252,Hospital Kepala Batas,5.51283,100.43711
12001849,MIE1849,(M2) Taman Sepadu,5.487509999999999,100.49526
12001853,MIE1853,Taman Seri Menerong,5.513803,100.50583
12002072,MKM2072,MPC,5.5153300000000005,100.4457
12002075,MKM2075,Sunshine Bertam,5.51561,100.44977
12002574,ICT8309,Midtown PERDA,5.502243,100.501664
12000623,ICH0623,Medan Niaga Kampung Melayu,5.39941,100.28599
12000809,IDE0809,Perumahan Kastam,5.37408,100.30198
12001212,MFH1212,Kawasan Industri Mak Mandin,5.4134400000000005,100.39491
12002372,ICT0116,Shell Mak Mandin,5.414322,100.388326
12001189,MFH1189,Kawasan Industri Mak Mandin,5.41246,100.39816
12001190,MFH1190,Taman Ampang Jajar,5.41376,100.40154
12001193,MFH1193,Taman Bagan II,5.414540000000001,100.38274
12001201,MFH1201,Kampung Pertama,5.38516,100.41869
12002370,ICT0113,Taman Bagan III,5.414457,100.38091700000001
12001067,MEW1067,(M2) Megamall - Pacific,5.37879,100.39794
12002020,MJW2020,Pangsapuri D18,5.39595,100.40404000000001
12000179,MAA0179,Kuil Sri Muniswara,5.380380000000001,100.39541
12002529,ICT0302,Poliklinik Famili,5.391042,100.401315
12002530,ICT0303,Hotel Blanket,5.3948529999999995,100.40001
12000803,MDA0803,Taman Tenang,5.35147,100.47639000000001
12002021,MJW2021,Lintang Tenggiri,5.396186,100.402794
12002541,ICT0234,SK Convent Bukit Mertajam,5.359338,100.465325
12000134,M0Y0134,MSU,5.63274,100.48289
12002979,PLH0001,CP1,5.458735099999999,100.4193436
12000284,MAM0284,Kilang Silitech,5.256390000000001,100.4724
12000337,MAU0337,Klinik Kesihatan Bukit Minyak,5.32642,100.44798
12000846,IDN0846,Jalan Mahsuri,5.32677,100.28886
12001005,IER1005,Flat 88,5.33592,100.27525
12001010,IER1010,Apartmen Taman Bendera,5.339542,100.27439
12001896,IIK1896,Komplek Masyarakat Penyayang,5.41817,100.30575
12000044,M0J0044,Pekan Junjung,5.297969999999999,100.53416
12001271,MFK1271,Taman Perwira,5.29726,100.47861
12000042,M0J0042,SK. Permatang Tiong,5.289569999999999,100.53738
12000047,M0K0047,SK Alma,5.3320099999999995,100.47456
12000404,MBD0404,SM Sains Tun Syed Sheh Shahabudin,5.34162,100.47417
12001686,MHK1686,Taman Puteri Gunung,5.285069999999999,100.50108
12001893,MIJ1893,JPA Bukit Mertajam,5.35942,100.46595
12002587,ICT0420,AADK Bukit Mertajam,5.343323000000001,100.471626
12000786,MDA0786,Taman Machang Bubok,5.34236,100.50032
12000797,MDA0797,Gereja St Anne,5.351255,100.47725
12000806,MDB0806,Petronas Taman Chai Leng,5.386939,100.39364
12001180,MFH1180,UITM,5.38391,100.41908000000001
12001808,MHV1808,Pasar Awam,5.392678,100.401474
12002528,ICT0301,Padang Sony,5.38697,100.3988
12000920,MEB0920,Taman Sintar,5.18508,100.48657
12000921,MEB0921,Taman Jawi Ria,5.19303,100.49091999999999
12000925,MEB0925,Taman Jawi Jaya,5.20034,100.49492
12001256,MFK1256,Menara Kerjaya Simpang Empat,5.2649300000000006,100.47425
12001485,MGV1485,Taman Gamelan,5.23077,100.49233000000001
12000184,MAA0184,SK Jalan Baru,5.36751,100.4194
12000330,MAU0330,Taman Markisah,5.31745,100.46007
12000333,MAU0333,Taman Perindustrian Bukit Minyak 2,5.32134,100.45284000000001
12000346,MAW0346,Taman Tanah Aman,5.35248,100.43186
12001277,MFK1277,Kawasan Perusahaan Permatang Tinggi,5.30701,100.4694
12002340,ICT0077,SK Kebun Sireh,5.358292,100.436352
12000440,MBF0440,Kampung Dato Keramat,5.15095,100.47223000000001
12002988,IIL1950,(M1) Hub Lebuh Carnavon,5.4126216,100.3319975
12002219,IKY2107,Lembah Permai,5.45745757,100.28921211
12001981,IJJ1981,Batu Uban Highway,5.351251,100.30986
12002004,IJQ2004,Kobe Precision Technology,5.302061,100.291214
12002006,IJQ2006,K.K Chong Engineering,5.300322,100.286674
12002064,IKJ2064,Gold Coast Kondominium,5.339738,100.30965
12001018,IER1018,(M1) Hub Paya Terubong - Petronas,5.371595,100.274925
12002115,IIG1885,Terminal Bas Balik Pulau,5.351447900000001,100.2398239
12002283,ICT0004,Jalan Tun Sardon KM380,5.34466,100.24899
12000478,IBJ0478,Jalan Evergreen,5.4533,100.30272
12000814,IDF0814,Sekolah Kebangsaan Pendidikan Khas,5.45905,100.28022
12000895,IDX0895,Chinese Cemetery,5.4371,100.30277
12001563,IGY1563,Petron Jalan Sungai Kelian,5.464930000000001,100.2915
12000218,IAD0218,Night Market,5.473932,100.24842199999999
12000193,IAB0193,LSS Electric,5.2919,100.27847
12000194,IAB0194,Jalan Baru Batu Maung,5.29231,100.27854
12000244,IAE0244,Hub Batu Maung,5.28965,100.28014
12000419,IBE0419,(M3) Taman Rajawali 2,5.30428,100.26281
12000429,IBE0429,Kem Sungai Ara,5.31706,100.2681
12000571,ICA0571,Shell Jelutong,5.39617,100.3181
12000573,ICA0573,Maybank Jelutong,5.397714,100.31981999999999
12001134,IFE1134,Sekolah Memandu Damar Laut,5.2786599999999995,100.26476
12001151,IFE1151,Southbay Residence,5.283968,100.28633
12001158,IFE1158,SJK Tamil Bayan Lepas,5.29338,100.25681
12000358,IAX0358,SK Pykett Methodist,5.42197,100.32365
12000723,ICR0723,Sleeping Buddha,5.4320900000000005,100.31404
12001644,IHI1644,Balai Bomba Bagan Jermal,5.44088,100.30719
12001663,IHJ1663,Mercure Penang Beach Hotel,5.46354,100.30138000000001
12001673,IHJ1673,Infinity,5.4657599999999995,100.28574
12001756,IHP1756,Klinik Kesihatan Teluk Bahang,5.45571,100.21466
12001761,IHP1761,Aseania Court,5.45757,100.2078
12001762,IHP1762,Pasar Teluk Bahang,5.45759,100.21274
12002210,IAD0240,Moon Light Bay,5.4785998,100.2613588
12002251,IKY2512,Feringghi Villa,5.46523363,100.24108509999999
12002975,IHP1900,Hotel Angsana,5.461570099999999,100.2199492
12000808,IDD0808,Hotel Royal,5.422333999999999,100.3258
12000483,IBL0483,Jalan Gajah I,5.4623,100.30374
12000842,IDL0842,Jalan Magazine,5.411939,100.333
12001069,IEX1069,Asrama Munshi,5.392361,100.31354
12001459,IGR1459,Recsam,5.37671,100.30803
12001503,IGX1503,USM,5.3528400000000005,100.30185999999999
12001505,IGX1505,USM,5.35307,100.30315
12001939,IIW1939,Wisma Ong Hye Guon Thong,5.409269999999999,100.33018
12000896,IDX0896,Chinese Cemetery,5.43729,100.30266999999999
12001894,IIK1894,Hospital P.Pinang II,5.41561,100.31017
12000519,IBN0519,SKJK Poi Eng,5.28233,100.19604
12000523,IBN0523,Kg. Nelayan Teluk Kumbar,5.28805,100.22803
12000618,ICG0618,Flat Kg. Suluk,5.28822,100.22223000000001
12001640,IHH1640,Balai Polis Jelutong,5.3914,100.31241999999999
12001038,MES1038,Masjid Permatang Tok Jaya,5.4574169999999995,100.40129
12001045,MES1045,Persimpang Jalan Haji Murshid,5.47717,100.40144000000001
12002376,ICT0120,Astaka Mak Mandin,5.416078,100.385958
12002384,ICT0128,Masjid Pekan Darat,5.475678,100.401353
12000031,M0I0031,SM Islam Al-Masriyah,5.37331,100.46436
12000034,M0I0034,Kolej Komuniti Bkt Mertajam,5.38,100.46451
12001506,MGX1506,Taman Desa Murni,5.43508,100.43078
12002353,ICT0096,Masjid Al Muhtadin,5.4073150000000005,100.453327
12002354,ICT0097,Madrasah Al Nur,5.409257,100.448291
12000475,MBI0475,Taman Bertam Ria,5.51,100.43351
12001173,MFG1173,Kampung Kota I,5.4259699999999995,100.4346
12001328,MFT1328,SMKA Al Irshad,5.48998,100.45747
12001332,MFT1332,Taman Koskam,5.49377,100.45107
12000579,ICA0579,Peugeot Center,5.40105,100.32306
12000492,MBM0492,Permatang Berangan C,5.484716000000001,100.48724
12000643,MCK0643,SK Kg Selamat,5.49828,100.51966
12001521,MGX1521,Kampung Teluk Sungai Dua,5.4463,100.42209
12001529,MGX1529,Petronas Sg. Lokan,5.4491,100.41203
12000496,MBM0496,Kg Air Melintas Besar,5.48712,100.4778
12000645,MCK0645,Kampung Master,5.47844,100.50137
12000647,MCK0647,Kampung Besar,5.48401,100.50388000000001
12002553,ICT8000,Bandar Baru Perda,5.293231,100.23228
12001961,IJH1961,Knowles Electronics,5.312894,100.298615
12002225,IKY2114,Dewan JKKP Titi Teras,5.35991737,100.22315986
12000099,M0U0099,Bagan Ajam,5.445209999999999,100.38213
12000374,MAY0374,Permatang Binjal,5.50344,100.39402
12000377,MAY0377,Permatang Sintok,5.51075,100.40301
12000379,MAY0379,Taman Permatang Sintok,5.51296,100.40535
12000375,MAY0375,Permatang Pak Elong,5.5078,100.40002
12000381,MAY0381,Pasar Permatang Manggis,5.51526,100.41605
12000705,MCQ0705,Kampung Datuk,5.5254900000000005,100.42801999999999
12000201,MAC0201,Pekan Sungai Acheh,5.14625,100.42099
12001469,MGT1469,Masjid Al Fatah,5.14703,100.45026999999999
12001476,MGT1476,(M3) SMK Sungai Acheh,5.1498099999999996,100.45918
12001627,MHE1627,(M1) Masjid Sungai Acheh,5.14843,100.42158
12002281,ICT0002,AADK Pekan Kongsi,5.35041,100.23451
12000162,IAA0162,Kg Sungai Burung,5.3480300000000005,100.20872
12000164,IAA0164,Jalan Baru,5.35005,100.20906
12000175,IAA0175,Balai Polis,5.36471,100.21568
12001580,IHA1580,Pejabat Kesihatan Barat Daya,5.36391,100.21857
12001582,IHA1582,Pejabat Kesihatan Barat Daya,5.36428,100.21804
12001608,IHD1608,Kraf Batik Sungai Rusa,5.37743,100.21433
12001610,IHD1610,Jalan Sungai Rusa 1,5.380380000000001,100.21415
12001616,IHD1616,Kampung Sungai Rusa,5.386691000000001,100.212326
12002550,ICT0707,Pekan Sg. Puyu,5.44872,100.39716999999999
12002630,MCK0915,TAMAN LAGENDA,5.5134471,100.53434870000001
12001195,MFH1195,Taman Cantik,5.414630000000001,100.38273000000001
12001208,MFH1208,Permatang Janggus,5.40447,100.41627
12001929,IIS1929,Protestant Cemetry,5.4228,100.33394
12001934,IIU1934,Padang Kota Lama,5.41994,100.34257
12001936,IIU1936,Dewan Sri Pinang,5.420669999999999,100.34076
12001031,IER1031,Desa Permata,5.39341,100.27625
12001033,IER1033,SJK Kong Min II,5.3952860000000005,100.2767
12002615,ICT1112,Ideal One Resident,5.301474,100.266912
12001785,IHQ1785,Hentian Kampung Bukit,5.29662,100.23239000000001
12001786,IHQ1786,Kampung Matahari Naik,5.29946,100.23201999999999
12000470,IBG0470,Jalan Delima 5,5.380269999999999,100.30263000000001
12000136,I0Z0136,SMK Pondok Upeh,5.336040000000001,100.2197
12001944,IIZ1944,Bank OCBC,5.4168400000000005,100.34156999999999
12002213,IFW1399,Komtar II,5.4150168,100.33089240000001
12003136,IJK1993,SMJK Phor Tay,5.3437038,100.2959125
12001349,MFU1349,Jalan Raja Uda I,5.4293,100.38386
12001396,MGM1396,Jalan Siram II,5.41293,100.37854
12001907,MIM1907,Pusat Perniagaan Ong Yi How,5.43533,100.3891
12001340,MFU1340,Pusat Perniagaan Raja Uda 2,5.41628,100.37971
12000110,M0W0110,Apartmen Centro View,5.4248,100.39699
12000108,M0W0108,Taman Bagan Lalang,5.42154,100.3972
12002123,MLB2113,Kilang Punch,5.36104,100.41064
12002511,ICT0409,Asrama Mattel,5.343304,100.42628
12002521,ICT0411,Taman Perusahaan Ringan Juru,5.316523999999999,100.43231
12000287,MAO0287,Pejabat MPSP,5.35531,100.45097
12002517,ICT0404,Pusat Perniagaan Juru,5.318611,100.44724000000001
12002518,ICT0405,Taman Perindustrian Beringin,5.31556,100.434065
12001980,IJI1980,Shineville Park,5.39926,100.29571999999999
12002023,IJX2023,SMK Georgetown,5.3990599999999995,100.29873
12002292,ICT0013,Sardon Hill,5.34883,100.26213
12000301,IAR0301,SMK Bukit Jambul,5.347928,100.291595
12002489,ICT0320,Sungai Setar,5.1466746,100.445002
12002492,ICT0324,Kuala Sg.Udang II,5.162074,100.420693
12002494,ICT0326,Kampung Chenaam II,5.143078,100.40687199999999
12001074,IEX1074,Klinik Kesihatan,5.40262,100.31514
12001088,IEX1088,Taman Zainal Abidin,5.40909,100.3161
12000079,I0R0079,Taman Pantai Jerejak,5.34052,100.3029
12000510,IBN0510,Hub Gertak Sanggul,5.28146,100.19015
12000511,IBN0511,Gertak Sanggul Seafood,5.28193,100.19131999999999
12000613,ICG0613,SMK Teluk Kumbar 2,5.290398000000001,100.22214
12001774,IHQ1774,Flat Taman Emas Sungai Batu,5.28641,100.23697
12001775,IHQ1775,Restoran Sri Anjung Ikan Bakar,5.286649,100.23472
12002105,IKY2105,7-Eleven Teluk Kumbar,5.2934,100.23043
12001418,IGR1418,The Star Publication,5.298109999999999,100.26985
12001843,IID1843,Kompleks Bukit Jambul II,5.33242,100.29099000000001
12001971,IJI1971,Perumahan PDRM,5.38794,100.27821
12000219,IAD0219,Pantai Shamrock,5.47487,100.27669
12000224,IAD0224,Hotel Golden Sands,5.4760599999999995,100.2515
12000367,IAX0367,Belissa Row,5.43251,100.31017
12001653,IHI1653,Taman Batu Bukit,5.45231,100.30598
12001664,IHJ1664,Mercure Penang Beach Hotel,5.4638599999999995,100.30121
12001667,IHJ1667,Penang Swimming Club,5.4648699999999995,100.29629
12001764,IHP1764,Hub Teluk Bahang,5.458819999999999,100.21611
12001835,IIC1835,Transfer Road,5.420875,100.330605
12002114,IKI2053,(M1) JETTY B,5.4137915,100.34177820000001
12001107,MFC1107,Dewan Bakar Kapor,5.537692,100.37945
12001109,MFC1109,Masjid Jamek Bakar Kapor,5.5399709999999995,100.37878
12001112,MFC1112,Pasir Gebu,5.54709,100.37777
12001118,MFC1118,Kampung Tok Oteh,5.5637300000000005,100.37671999999999
12000601,MCD0601,SJKC Chung Hwa Pusat,5.41552,100.37302
12000605,MCD0605,Masjid Kubang Buaya,5.419630000000001,100.37489000000001
12001054,MEU1054,Permatang Pak Maras,5.51724,100.38268000000001
12001055,MEU1055,Kg Penaga Dua,5.5210300000000005,100.3821
12001108,MFC1108,Dewan Bakar Kapor,5.53771,100.37949
12001117,MFC1117,Tali Air Permatang Bendahari,5.55866,100.37713000000001
12001707,MHO1707,Bagan Ajam,5.44428,100.38211
12000967,IEJ0967,Kuartes PBA,5.409590000000001,100.29346
12001021,IER1021,Oriental Garden,5.3757,100.27586
12001061,IEV1061,Pasar Chowrasta,5.418131,100.331245
12002991,IHY1823,Desa Mawar,5.3989764000000005,100.2895542
12000058,I0Q0058,Pejabat Pos Ayer Itam,5.4038,100.27982
12001522,MGX1522,Taman Seri Murni,5.44643,100.43056999999999
12001541,MGX1541,Taman Merbau Indah,5.453180000000001,100.43755999999999
12001551,MGX1551,SK Lahar Yooi,5.46787,100.45581999999999
12002117,MGX1544,(M2) Taman Merbau Jaya,5.4564473,100.4427227
12000487,MBM0487,SK Tasek Gelugor,5.48298,100.49216
12000508,MBM0508,Pejabat Pos Tasek Gelugor,5.48184,100.49436999999999
12001862,MIE1862,(M1) SMK Sains Kepala Batas,5.51931,100.46866
12001869,MIE1869,Kampung Pokok Jenerih,5.52158,100.5006
12002074,MKM2074,Bertam Walk,5.51553,100.44816999999999
12002567,ICT8301,Kampung Pokok Jenerih I,5.521622,100.502778
12002572,ICT8307,Bertam Putra 3,5.519909999999999,100.493445
12002966,MIE1861,SMK Sains Kepala Batas,5.5189257000000005,100.46866949999999
12002967,MIE1859,Kolej Jururawat,5.518196,100.4621857
12002997,MIE1882,Taman Tasek Gelugor Utama II,5.491105,100.49778
12000018,I0G0018,Flat Taman Tun Sardon,5.371519999999999,100.30283
12000022,I0G0022,Dewan JKKK,5.37275,100.30266999999999
12000313,IAR0313,SK Bukit Gelugor,5.37685,100.30202
12000465,IBG0465,Jalan Delima 2,5.3800099999999995,100.30060999999999
12000468,IBG0468,Jalan Delima 5,5.38354,100.30242
12000934,IEE0934,SMK Abdullah Munshi,5.40854,100.31325
12002221,IKY2109,Jalan Besi II,5.39201,100.29974
12001210,MFH1210,Taman Arowana,5.410480000000001,100.41197
12001701,MHN1701,Maktab Wan Jah,5.41322,100.37374
12001702,MHN1702,Pangsapuri Telaga Emas,5.4134400000000005,100.37468
12001191,MFH1191,PPR Ampang Jajar,5.41404,100.40541999999999
12001221,MFI1221,Kampung Permatang Rawa,5.36892,100.45022
12002368,ICT0111,Gold Coin Mak Mandin,5.413702,100.39394399999999
12000190,MAA0190,(M3) GEM Megamall,5.38052,100.39569
12000396,MBA0396,Stor TNB,5.40036,100.37676
12001830,MIB1830,Prudential,5.39674,100.39963
12001877,MIF1877,Masjid Seberang Jaya,5.38675,100.40491
12000909,MEA0909,SMK Convent Butterworth,5.39697,100.36834
12000911,MEA0911,Harbour Place,5.39815,100.37133
12002532,ICT0305,JPJ Seberang Jaya,5.399355,100.408847
12002535,ICT0307,SK Machang Bubok I,5.330297,100.503625
12000784,MDA0784,Jalan Machang Bubok 2,5.3419099999999995,100.50079000000001
12000801,MDA0801,SK Juara,5.34657,100.48743
12000804,MDA0804,SJK(C) Kim Sen,5.356240000000001,100.46761
12002349,ICT0091,Econsave ChainFerry,5.400066000000001,100.376499
12002536,ICT0308,Pusat Perniagaan Machang Bubok II,5.3330459999999995,100.50403299999999
12002538,ICT0310,Kampung Teluk Bukit,5.345768,100.489882
12000596,MCC0596,Central Square,5.63629,100.48702
12000541,MBT0541,Pusat Bandar,5.64414,100.48924
12000274,MAL0274,Kinik Kesihatan Sungai Bakap,5.2171400000000006,100.49754
12000066,I0Q0066,SMK Chung Ling (P)(Kampung baru),5.40512,100.29399000000001
12001013,IER1013,Simpang Tingkat Bukit Jambul,5.345861,100.27282
12001366,IGA1366,SJK Ramakrishna,5.41292,100.30228000000001
12001683,MHK1683,Gerai Tasek,5.28456,100.51335
12001689,MHK1689,Masjid Padang Lalang,5.28477,100.50929000000001
12001694,MHL1694,(M2) Pearl City Mall,5.2777,100.49188000000001
12002577,ICT0245,Masjid Jamek Tasik Junjung,5.296951,100.527839
12001267,MFK1267,Pusat Perniagan Simpang Empat,5.2889800000000005,100.47819
12001687,MHK1687,Taman Tasek,5.28515,100.49750999999999
12001695,MHL1695,(M3) Pearl City Mall,5.27789,100.49068
12002596,ICT0220,Taman Tasek Indah,5.284905,100.50668
12002600,ICT0224,Pekan Junjung,5.298019999999999,100.534257
12000785,MDA0785,Taman Machang Bubok II,5.34196,100.50327
12000792,MDA0792,Kampung Teluk Bukit,5.345993,100.48952
12001091,MEZ1091,Perda Utama,5.36954,100.44121
12001182,MFH1182,Kampung Pertama Baru,5.39013,100.41805
12000353,MAW0353,Taman Tanah Aman,5.35289,100.43148000000001
12000354,MAW0354,Masjid Balik Bukit,5.3541099999999995,100.42886
12001276,MFK1276,Taman Industri Ringan,5.30628,100.47027
12000280,MAM0280,Kawasan Perindustrian Valdor,5.24421,100.48186
12000344,MAW0344,Kampung Bersatu,5.34077,100.43800999999999
12000922,MEB0922,Masjid Daerah Jawi,5.1945,100.49155999999999
12002336,ICT0073,Masjid Lama Sungai Bakap,5.221641,100.497324
12000961,MEI0961,KTM BM,5.36529,100.44748
12000269,MAK0269,Taman Seri Acheh,5.144709,100.46968000000001
12000914,MEB0914,Nibong Tebal,5.16746,100.47877
12002164,8041001,Taman Seri Semarak,5.1225,100.48666667
12000268,MAK0268,Taman Suria,5.142930000000001,100.46883000000001
12000915,MEB0915,Hub Nibong Tebal,5.168019999999999,100.47896999999999
12001369,MGB1369,Pasaraya Mydin,5.12812,100.48236999999999
12001102,MFB1102,Petron Permatang Batu,5.36447,100.4297
12002108,M002108,Jambatan Pulau Pinang,5.355802,100.39232
12002030,IJZ2030,TAR Kolej II,5.4536,100.28648000000001
12002350,ICT0092,Masjid Permatang Batu,5.364658,100.428157
